,OMIM_ID,HPO_ID
1308,107480,1636
1309,107480,1864
1310,107480,2020
1311,107480,2023
1312,107480,2025
1313,107480,2247
1314,107480,4453
1315,107480,4467
1316,107480,4691
1317,107480,4792
1318,107480,6097
1319,107480,6179
1320,107480,8551
1321,107480,9779
1322,107480,9921
1323,107480,9944
1324,107480,10331
1325,107480,10481
1326,107480,10709
1327,107480,10743
1328,107480,11304
1329,107480,30676
1330,107480,100015
1331,107500,6
1332,107500,252
1333,107500,1249
1334,107500,1999
1335,107500,2627
1336,107550,6
1337,107550,1116
1338,107550,1680
1339,107550,10628
1340,107550,10817
1341,107550,11611
1342,107600,6
1343,107600,7
1344,107600,4471
1345,107640,6
1346,107640,1699
1347,107640,10535
1348,107650,6
1349,107650,458
1350,107650,1262
1351,107650,2384
1352,107650,2870
1353,107650,25267
1354,107680,6
1355,107680,83
1356,107680,1635
1357,107680,1677
1358,107680,1917
1359,107680,4398
1360,107680,7957
1361,107680,12280
1362,107700,2250
1363,107850,10982
1364,107900,6
1365,107900,2974
1366,107900,2984
1367,107900,3022
1368,107970,6
1369,107970,1425
1370,107970,1645
1371,107970,4308
1372,107970,11663
1373,108000,6
1374,108000,1626
1375,108010,6
1376,108010,2408
1377,108050,6
1378,108050,822
1379,108050,952
1380,108050,1085
1381,108050,1101
1382,108050,1250
1383,108050,1370
1384,108050,1482
1385,108050,1698
1386,108050,1945
1387,108050,2202
1388,108050,2315
1389,108050,2617
1390,108050,3155
1391,108050,6679
1392,108100,6
1393,108100,989
1394,108100,3401
1395,108100,12317
1396,108120,6
1397,108120,28
1398,108120,211
1399,108120,954
1400,108120,1032
1401,108120,1181
1402,108120,1188
1403,108120,1193
1404,108120,1374
1405,108120,1425
1406,108120,1762
1407,108120,1838
1408,108120,1848
1409,108120,2650
1410,108120,2804
1411,108120,2987
1412,108120,3184
1413,108120,3273
1414,108120,6380
1415,108120,9473
1416,108120,9742
1417,108120,12385
1418,108145,6
1419,108145,218
1420,108145,286
1421,108145,325
1422,108145,411
1423,108145,483
1424,108145,490
1425,108145,508
1426,108145,512
1427,108145,540
1428,108145,563
1429,108145,581
1430,108145,602
1431,108145,767
1432,108145,1119
1433,108145,1166
1434,108145,1547
1435,108145,1776
1436,108145,2091
1437,108145,2650
1438,108145,2804
1439,108145,3199
1440,108145,3725
1441,108145,4322
1442,108145,4673
1443,108145,5684
1444,108145,5879
1445,108145,6109
1446,108145,6184
1447,108145,6251
1448,108145,7703
1449,108145,9921
1450,108145,30084
1451,108200,6
1452,108200,407
1453,108200,2804
1454,108200,5612
1455,108300,6
1456,108300,175
1457,108300,201
1458,108300,272
1459,108300,405
1460,108300,407
1461,108300,463
1462,108300,501
1463,108300,518
1464,108300,541
1465,108300,545
1466,108300,618
1467,108300,767
1468,108300,926
1469,108300,1166
1470,108300,1519
1471,108300,1634
1472,108300,2650
1473,108300,2655
1474,108300,2808
1475,108300,3040
1476,108300,4568
1477,108300,5280
1478,108300,6361
1479,108300,11800
1480,108320,223
1481,108390,6
1482,108390,707
1483,108420,6
1484,108420,27
1485,108420,798
1486,108450,6
1487,108450,347
1488,108450,444
1489,108450,540
1490,108450,565
1491,108450,678
1492,108450,2007
1493,108450,2949
1494,108450,4626
1495,108450,8929
1496,108450,200053
1497,108500,6
1498,108500,360
1499,108500,640
1500,108500,651
1501,108500,1152
1502,108500,1260
1503,108500,1324
1504,108500,1332
1505,108500,1751
1506,108500,2073
1507,108500,2076
1508,108500,2131
1509,108500,2321
1510,108500,2486
1511,108500,3401
1512,108500,3829
1513,108500,6855
1514,108500,10545
1515,108600,6
1516,108600,508
1517,108600,514
1518,108600,605
1519,108600,1258
1520,108600,1260
1521,108600,1288
1522,108600,1332
1523,108600,1347
1524,108600,1761
1525,108600,2015
1526,108600,2354
1527,108600,2497
1528,108600,3828
1529,108600,8969
1530,108650,6
1531,108650,549
1532,108650,639
1533,108650,648
1534,108650,1260
1535,108650,1347
1536,108650,2075
1537,108650,2497
1538,108650,3487
1539,108650,7728
1540,108700,6
1541,108700,1251
1542,108700,2380
1543,108720,6
1544,108720,28
1545,108720,175
1546,108720,272
1547,108720,347
1548,108720,470
1549,108720,520
1550,108720,774
1551,108720,878
1552,108720,1156
1553,108720,1217
1554,108720,1561
1555,108720,1602
1556,108720,1622
1557,108720,1762
1558,108720,2007
1559,108720,2084
1560,108720,2949
1561,108720,2982
1562,108720,2986
1563,108720,2990
1564,108720,3042
1565,108720,3097
1566,108720,3196
1567,108720,3417
1568,108720,3745
1569,108720,3811
1570,108720,3826
1571,108720,4592
1572,108720,5280
1573,108720,5792
1574,108720,6406
1575,108720,6408
1576,108720,6495
1577,108720,8905
1578,108720,10049
1579,108720,10743
1580,108720,11800
1581,108720,30330
1582,108721,6
1583,108721,175
1584,108721,269
1585,108721,272
1586,108721,327
1587,108721,347
1588,108721,470
1589,108721,1234
1590,108721,1762
1591,108721,1852
1592,108721,2007
1593,108721,2650
1594,108721,2947
1595,108721,2982
1596,108721,2986
1597,108721,3042
1598,108721,3180
1599,108721,3440
1600,108721,4632
1601,108721,4976
1602,108721,5280
1603,108721,6060
1604,108721,6200
1605,108721,8905
1606,108721,11800
1607,108725,6
1608,108725,1658
1609,108725,2155
1610,108725,3233
1611,108760,6
1612,108760,402
1613,108760,405
1614,108760,413
1615,108760,5906
1616,108760,8773
1617,108770,6
1618,108770,1706
1619,108770,6699
1620,108770,11705
1621,108770,25478
1622,108770,200127
1623,108800,6
1624,108800,1629
1625,108800,1647
1626,108800,1650
1627,108800,1682
1628,108800,1684
1629,108800,5301
1630,108800,11706
1631,108800,11995
1632,108800,12516
1633,108900,6
1634,108900,1629
1635,108900,1636
1636,108900,1682
1637,108900,1684
1638,108900,1712
1639,108900,4935
1640,108900,5110
1641,108900,12248
1642,108950,6
1643,108950,4754
1644,108950,4757
1645,108950,5165
1646,108950,6671
1647,108985,6
1648,108985,483
1649,108985,545
1650,108985,3677
1651,108985,7950
1652,109000,6
1653,109000,1385
1654,109000,3083
1655,109000,4322
1656,109000,9907
1657,109050,6
1658,109050,365
1659,109050,1256
1660,109050,1363
1661,109050,2000
1662,109050,4692
1663,109050,30680
1664,109100,6
1665,109100,30057
1666,109120,6
1667,109120,238
1668,109120,248
1669,109120,256
1670,109120,272
1671,109120,316
1672,109120,327
1673,109120,407
1674,109120,486
1675,109120,506
1676,109120,520
1677,109120,558
1678,109120,925
1679,109120,1249
1680,109120,1252
1681,109120,1274
1682,109120,1290
1683,109120,2119
1684,109120,2673
1685,109120,2690
1686,109120,2827
1687,109120,4322
1688,109120,6958
1689,109120,7873
1690,109120,7886
1691,109120,12368
1692,109130,6
1693,109130,107
1694,109130,2749
1695,109130,3198
1696,109130,3236
1697,109130,3701
1698,109130,6557
1699,109130,11001
1700,109150,6
1701,109150,508
1702,109150,520
1703,109150,544
1704,109150,623
1705,109150,640
1706,109150,641
1707,109150,651
1708,109150,726
1709,109150,1151
1710,109150,1251
1711,109150,1257
1712,109150,1260
1713,109150,1272
1714,109150,1300
1715,109150,1332
1716,109150,2015
1717,109150,2063
1718,109150,2067
1719,109150,2070
1720,109150,2073
1721,109150,2078
1722,109150,2171
1723,109150,2172
1724,109150,2198
1725,109150,2380
1726,109150,2495
